"","hospitalId","sector","name","city","county","pcds","lat","long","trustId","trustName","hasIcu","hasAccidentAndEmergency","hasSurgicalDepartment"
"275","RDY38","NHS Sector","Fairmile House","Christchurch","Dorset","BH23 2JT",50.7431945800781,-1.79200649261475,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"276","RDYMR","NHS Sector","Pebble Lodge","Bournemouth","Dorset","BH4 8EW",50.7167282104492,-1.90440714359283,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"277","RDYCV","NHS Sector","Oakcroft","Wimborne","Dorset","BH21 1RR",50.7802658081055,-1.97830379009247,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"278","RDYEF","NHS Sector","Weymouth Community Hospital","Weymouth","Dorset","DT4 7TB",50.6210403442383,-2.45099782943726,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,TRUE,TRUE
"279","RDYEG","NHS Sector","Westhaven Hospital","Weymouth","Dorset","DT4 0QE",50.6152420043945,-2.48003077507019,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"280","RDYEH","NHS Sector","Portland Hospital","Portland","Dorset","DT5 1AX",50.5658226013184,-2.44480848312378,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"281","RDYEJ","NHS Sector","Bridport Community Hospital","Bridport","Dorset","DT6 5DR",50.7416114807129,-2.76991438865662,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"282","RDYER","NHS Sector","Blandford Community Hospital","Blandford Forum","Dorset","DT11 7DD",50.8630752563477,-2.16797018051147,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"283","RDYEY","NHS Sector","Westminster Memorial Hospital","Shaftesbury","Dorset","SP7 8BD",51.0047264099121,-2.20013618469238,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"284","RDYFC","NHS Sector","Yeatman Hospital","Sherborne","Dorset","DT9 3JU",50.9496688842773,-2.51982641220093,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"285","RDYFD","NHS Sector","Wareham Community Hospital","Wareham","Dorset","BH20 4QQ",50.6869888305664,-2.11673283576965,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"286","RDYFE","NHS Sector","Victoria Hospital","Wimborne","Dorset","BH21 1ER",50.8022003173828,-1.99590408802032,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"287","RDYFF","NHS Sector","Swanage Community Hospital","Swanage","Dorset","BH19 2ES",50.6055145263672,-1.96119952201843,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,TRUE
"288","RDYFG","NHS Sector","St Leonards Community Hospital (Dorset)","Ringwood","Dorset","BH24 2RR",50.8172645568848,-1.8565639257431,"RDY","Dorset Healthcare University NHS Foundation Trust",FALSE,FALSE,FALSE
"289","RDZ05","NHS Sector","Christchurch Hospital","Christchurch","Dorset","BH23 2JX",50.7451667785645,-1.79014110565186,"RDZ","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",FALSE,FALSE,TRUE
"290","RDZ20","NHS Sector","Royal Bournemouth Hospital","Bournemouth","Dorset","BH7 7DW",50.747486114502,-1.82050561904907,"RDZ","The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"291","RE906","NHS Sector","Elmville Unit at Monkton Hall","Jarrow","Tyne and Wear","NE32 5NN",54.966625213623,-1.50126016139984,"RE9","South Tyneside NHS Foundation Trust",FALSE,FALSE,FALSE
"292","RE9GA","NHS Sector","South Tyneside District Hospital","South Shields","Tyne and Wear","NE34 0PL",54.9719734191895,-1.42821002006531,"RE9","South Tyneside NHS Foundation Trust",TRUE,TRUE,TRUE
"293","RE9GC","NHS Sector","Primrose Hill Hospital","Jarrow","Tyne and Wear","NE32 5HA",54.967658996582,-1.48570561408997,"RE9","South Tyneside NHS Foundation Trust",FALSE,FALSE,FALSE
"294","RE9GF","NHS Sector","Palmer Community Hospital","Jarrow","Tyne and Wear","NE32 3UX",54.9806594848633,-1.49196135997772,"RE9","South Tyneside NHS Foundation Trust",FALSE,FALSE,FALSE
"295","REF01","NHS Sector","West Cornwall Hospital (Penzance)","Penzance","Cornwall","TR18 2PF",50.1220664978027,-5.54296445846558,"REF","Royal Cornwall Hospitals NHS Trust",FALSE,TRUE,TRUE
"296","REF02","NHS Sector","St Michael's Hospital","Hayle","Cornwall","TR27 4JA",50.180362701416,-5.42441082000732,"REF","Royal Cornwall Hospitals NHS Trust",FALSE,FALSE,TRUE
"297","REF12","NHS Sector","Royal Cornwall Hospital (Treliske)","Truro","Cornwall","TR1 3LQ",50.2665405273438,-5.09424829483032,"REF","Royal Cornwall Hospitals NHS Trust",TRUE,TRUE,TRUE
"298","REM21","NHS Sector","Aintree University Hospital","Liverpool","Merseyside","L9 7AL",53.4663276672363,-2.93108940124512,"REM","Liverpool University Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"299","REMRQ","NHS Sector","Royal Liverpool University Hospital","Liverpool","Merseyside","L7 8XP",53.4095115661621,-2.96479415893555,"REM","Liverpool University Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"300","REP01","NHS Sector","Liverpool Women's NHS Foundation Trust","Liverpool","","L8 7SS",53.3984642028809,-2.9600625038147,"REP","Liverpool Women's NHS Foundation Trust",FALSE,FALSE,FALSE
"301","RET20","NHS Sector","The Walton Centre ","Liverpool","Merseyside","L9 7LJ",53.4664001464844,-2.93098545074463,"RET","The Walton Centre NHS Foundation Trust",FALSE,FALSE,FALSE
"302","RF4DG","NHS Sector","King George Hospital","Ilford","Essex","IG3 8YB",51.5805435180664,0.112121284008026,"RF4","Barking, Havering and Redbridge University Hospitals NHS Trust",TRUE,TRUE,TRUE
"303","RF4QH","NHS Sector","Queen's Hospital","Romford","Essex","RM7 0AG",51.5694274902344,0.180405303835869,"RF4","Barking, Havering and Redbridge University Hospitals NHS Trust",TRUE,TRUE,TRUE
"304","RFFAA","NHS Sector","Barnsley Hospital","Barnsley","Yorkshire","S75 2EP",53.5591354370117,-1.49947798252106,"RFF","Barnsley Hospital NHS Foundation Trust",TRUE,TRUE,TRUE
"305","RFRPA","NHS Sector","Rotherham Hospital","Rotherham","","S60 2UD",53.4139747619629,-1.34286546707153,"RFR","The Rotherham NHS Foundation Trust",TRUE,TRUE,TRUE
"306","RFSDA","NHS Sector","Chesterfield Royal Hospital","Chesterfield","Derbyshire","S44 5BL",53.2362174987793,-1.40003657341003,"RFS","Chesterfield Royal Hospital NHS Foundation Trust",TRUE,TRUE,TRUE
"307","RGD05","NHS Sector","The Mount","Leeds","West Yorkshire","LS2 9LN",53.8040809631348,-1.55883705615997,"RGD","Leeds and York Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"308","RGD17","NHS Sector","St Mary's Hospital","Leeds","West Yorkshire","LS12 3QE",53.7999076843262,-1.61238431930542,"RGD","Leeds and York Partnership NHS Foundation Trust",TRUE,TRUE,TRUE
"309","RGDAB","NHS Sector","Newsam Centre","Leeds","West Yorkshire","LS14 6WB",53.8049392700195,-1.47147178649902,"RGD","Leeds and York Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"310","RGDBL","NHS Sector","Becklin Centre","Leeds","West Yorkshire","LS9 7BE",53.8052635192871,-1.52447712421417,"RGD","Leeds and York Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"311","RGM21","NHS Sector","Royal Papworth Hospital","Cambridge","Cambridgeshire","CB2 0AY",52.1723861694336,0.136189624667168,"RGM","Royal Papworth Hospital NHS Foundation Trust",TRUE,FALSE,FALSE
"312","RGN49","NHS Sector","Stamford and Rutland Hospital","Stamford","Lincolnshire","PE9 1UA",52.6553726196289,-0.468735933303833,"RGN","North West Anglia NHS Foundation Trust",FALSE,FALSE,TRUE
"313","RGN80","NHS Sector","Peterborough City Hospital","Peterborough","Cambridgeshire","PE3 9GZ",52.5839233398438,-0.279370903968811,"RGN","North West Anglia NHS Foundation Trust",TRUE,TRUE,TRUE
"314","RGP75","NHS Sector","James Paget University Hospital","Great Yarmouth","Norfolk","NR31 6LA",52.5616683959961,1.71799445152283,"RGP","James Paget University Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"315","RGR50","NHS Sector","West Suffolk Hospital","Bury St. Edmunds","Suffolk","IP33 2QZ",52.2316627502441,0.709190189838409,"RGR","West Suffolk NHS Foundation Trust",TRUE,TRUE,TRUE
"316","RGT01","NHS Sector","Addenbrooke's","Cambridge","Cambridgeshire","CB2 0QQ",52.1751327514648,0.140753239393234,"RGT","Cambridge University Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"317","RGT32","NHS Sector","Rosie Hospital","Cambridge","Cambridgeshire","CB2 0QQ",52.1732635498047,0.139422863721848,"RGT","Cambridge University Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"318","RGT49","NHS Sector","Royston Hospital","Royston","Hertfordshire","SG8 9EN",52.040843963623,-0.0218026991933584,"RGT","Cambridge University Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"319","RGT50","NHS Sector","Saffron Walden Community Hospital","Saffron Walden","Essex","CB11 3HY",52.0235710144043,0.256233364343643,"RGT","Cambridge University Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"320","RH5F1","NHS Sector","Wellington Community Hospital","Wellington","Somerset","TA21 8QQ",50.976676940918,-3.22739934921265,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"321","RH5F2","NHS Sector","Chard  Community Hospital","Chard","Somerset","TA20 1NF",50.875,-2.9523594379425,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,TRUE
"322","RH5F5","NHS Sector","Minehead Community Hospital","Minehead","Somerset","TA24 6DF",51.2001190185547,-3.46188402175903,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,TRUE
"323","RH5F6","NHS Sector","Williton Community Hospital","Taunton","Somerset","TA4 4RA",51.1628952026367,-3.32319498062134,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"324","RH5F7","NHS Sector","Shepton Mallet Community Hospital","Shepton Mallet","Somerset","BA4 4PG",51.1905784606934,-2.56247186660767,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"325","RH5F8","NHS Sector","West Mendip Community Hospital","Glastonbury","Somerset","BA6 8JD",51.1604843139648,-2.69921731948853,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"326","RH5F9","NHS Sector","Crewkerne Community Hospital","Crewkerne","Somerset","TA18 8BG",50.8801231384277,-2.79792380332947,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"327","RH5G1","NHS Sector","South Petherton Community Hospital","South Petherton","Somerset","TA13 5EF",50.9531593322754,-2.79826307296753,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"328","RH5G2","NHS Sector","Wincanton Community Hospital","Wincanton","Somerset","BA9 9DQ",51.0587577819824,-2.4181547164917,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,TRUE
"329","RH5G3","NHS Sector","Dene Barton Community Hospital ","Taunton","Somerset","TA4 1DD",51.0375900268555,-3.18219757080078,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"330","RH5G5","NHS Sector","Frome Community Hospital ","Frome","Somerset","BA11 2FH",51.2373199462891,-2.31155443191528,"RH5","Somerset Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"331","RH801","NHS Sector","Royal Devon and Exeter Hospital (Wonford)","Exeter","Devon","EX2 5DW",50.7167091369629,-3.50666642189026,"RH8","Royal Devon and Exeter NHS Foundation Trust",TRUE,TRUE,TRUE
"332","RH802","NHS Sector","Heavitree Hospital","Exeter","Devon","EX1 2ED",50.7243919372559,-3.51401114463806,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,FALSE
"333","RH833","NHS Sector","Okehampton Community Hospital","Okehampton","Devon","EX20 1PN",50.7419204711914,-3.99718832969666,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"334","RH834","NHS Sector","Ottery St Mary Hospital","Ottery St Mary","Devon","EX11 1DN",50.7501182556152,-3.29156088829041,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"335","RH853","NHS Sector","Tiverton and District Hospital","Tiverton","Devon","EX16 6NT",50.9094123840332,-3.4929530620575,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"336","RH854","NHS Sector","Honiton Hospital","Honiton","Devon","EX14 2DE",50.7949333190918,-3.18656301498413,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,TRUE,TRUE
"337","RH857","NHS Sector","Axminster Hospital","Axminster","Devon","EX13 5DU",50.7838973999023,-2.99625468254089,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"338","RH858","NHS Sector","Exmouth Hospital","Exmouth","Devon","EX8 2JN",50.6205520629883,-3.40159463882446,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"339","RH859","NHS Sector","Victoria Hospital (Sidmouth)","Sidmouth","Devon","EX10 8EW",50.6816139221191,-3.23964166641235,"RH8","Royal Devon and Exeter NHS Foundation Trust",FALSE,FALSE,TRUE
"340","RHA04","NHS Sector","Rampton Hospital","Retford","Nottinghamshire","DN22 0PD",53.2903861999512,-0.838197648525238,"RHA","Nottinghamshire Healthcare NHS Foundation Trust",FALSE,FALSE,FALSE
"341","RHANN","NHS Sector","Lings Bar Hospital","Nottingham","Nottinghamshire","NG2 6PR",52.9225654602051,-1.09980165958405,"RHA","Nottinghamshire Healthcare NHS Foundation Trust",FALSE,FALSE,FALSE
"342","RHM01","NHS Sector","Southampton General Hospital","Southampton","Hampshire","SO16 6YD",50.9330215454102,-1.43508994579315,"RHM","University Hospital Southampton NHS Foundation Trust",TRUE,TRUE,TRUE
"343","RHM12","NHS Sector","Princess Anne Hospital","Southampton","Hampshire","SO16 5YA",50.9352607727051,-1.43484938144684,"RHM","University Hospital Southampton NHS Foundation Trust",FALSE,FALSE,TRUE
"344","RHQCC","NHS Sector","Charles Clifford Dental Hospital","Sheffield","South Yorkshire","S10 2SZ",53.3797988891602,-1.4937652349472,"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"345","RHQHH","NHS Sector","Royal Hallamshire Hospital","Sheffield","South Yorkshire","S10 2JF",53.3783569335938,-1.49331629276276,"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust",TRUE,FALSE,TRUE
"346","RHQNG","NHS Sector","Northern General Hospital","Sheffield","South Yorkshire","S5 7AU",53.408878326416,-1.46087646484375,"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"347","RHQRT","NHS Sector","Rotherham District General Hospital","Rotherham","South Yorkshire","S60 2UD",53.4139747619629,-1.34286546707153,"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust",FALSE,TRUE,FALSE
"348","RHQWP","NHS Sector","Weston Park Hospital","Sheffield","South Yorkshire","S10 2SJ",53.3802528381348,-1.49491739273071,"RHQ","Sheffield Teaching Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"349","RHU02","NHS Sector","St Mary","Portsmouth","Hampshire","PO3 6AD",50.8002090454102,-1.06320679187775,"RHU","Portsmouth Hospitals NHS Trust",FALSE,FALSE,TRUE
"350","RHU03","NHS Sector","Queen Alexandra Hospital","Portsmouth","Hampshire","PO6 3LY",50.8502998352051,-1.06991767883301,"RHU","Portsmouth Hospitals NHS Trust",TRUE,TRUE,TRUE
"351","RHU10","NHS Sector","Gosport War Memorial Hospital - Portsmouth Hospitals NHS Trust","Gosport","Hampshire","PO12 3PW",50.7930641174316,-1.1480667591095,"RHU","Portsmouth Hospitals NHS Trust",FALSE,TRUE,TRUE
"352","RHW01","NHS Sector","Royal Berkshire Hospital","Reading","Berkshire","RG1 5AN",51.4510231018066,-0.959315776824951,"RHW","Royal Berkshire NHS Foundation Trust",TRUE,TRUE,TRUE
"353","RHW03","NHS Sector","Prince Charles Eye Unit","Windsor","Berkshire","SL4 3DP",51.4735450744629,-0.614692628383636,"RHW","Royal Berkshire NHS Foundation Trust",FALSE,FALSE,FALSE
"354","RJ121","NHS Sector","Guy's Hospital","London","","SE1 9RT",51.5034637451172,-0.086805559694767,"RJ1","Guy's and St Thomas' NHS Foundation Trust",TRUE,FALSE,TRUE
"355","RJ122","NHS Sector","St Thomas'","London","","SE1 7EH",51.4979591369629,-0.118890635669231,"RJ1","Guy's and St Thomas' NHS Foundation Trust",TRUE,TRUE,TRUE
"356","RJ224","NHS Sector","University Hospital Lewisham","London","","SE13 6LH",51.4543304443359,-0.0170364379882812,"RJ2","Lewisham and Greenwich NHS Trust",TRUE,TRUE,TRUE
"357","RJ611","NHS Sector","Croydon University Hospital","Thornton Heath","Surrey","CR7 7YE",51.3891296386719,-0.108768813312054,"RJ6","Croydon Health Services NHS Trust",TRUE,TRUE,TRUE
"358","RJ613","NHS Sector","Purley War Memorial Hospital","Purley","Surrey","CR8 2YL",51.3407402038574,-0.114451214671135,"RJ6","Croydon Health Services NHS Trust",FALSE,FALSE,TRUE
"359","RJ701","NHS Sector","St George's Hospital","London","Greater London","SW17 0QT",51.4266815185547,-0.175704553723335,"RJ7","St George's University Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"360","RJ731","NHS Sector","Queen Mary - St George's University Hospitals NHS Foundation Trust","London","","SW15 5PN",51.4555511474609,-0.241715028882027,"RJ7","St George's University Hospitals NHS Foundation Trust",FALSE,FALSE,TRUE
"361","RJ801","NHS Sector","St Austell Community Hospital - Cornwall Partnership NHS Foundation Trust","St. Austell","Cornwall","PL26 6AD",50.3278846740723,-4.77234983444214,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"362","RJ807","NHS Sector","Newquay Hospital - Cornwall Partnership NHS Foundation Trust","Newquay","Cornwall","TR7 1RQ",50.4110641479492,-5.07419776916504,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"363","RJ817","NHS Sector","Camborne Redruth Community Hospital - Cornwall Partnership NHS Foundation Trust","Redruth","Cornwall","TR15 3ER",50.2293891906738,-5.24436330795288,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,TRUE,FALSE
"364","RJ866","NHS Sector","Bodmin Hospital - Cornwall Partnership NHS Foundation Trust","Bodmin","Cornwall","PL31 2QT",50.4672470092773,-4.74114418029785,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"365","RJ867","NHS Sector","Stratton Hospital - Cornwall Partnership NHS Foundation Trust","Bude","Cornwall","EX23 9BR",50.830753326416,-4.51752662658691,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"366","RJ870","NHS Sector","Launceston Hospital - Cornwall Partnership NHS Foundation Trust","Launceston","Cornwall","PL15 9JD",50.6282157897949,-4.35905933380127,"RJ8","Cornwall Partnership NHS Foundation Trust",FALSE,FALSE,FALSE
"367","RJC02","NHS Sector","Warwick Hospital","Warwick","Warwickshire","CV34 5BW",52.2899513244629,-1.58320069313049,"RJC","South Warwickshire NHS Foundation Trust",TRUE,TRUE,TRUE
"368","RJC03","NHS Sector","Stratford Hospital","Stratford-upon-Avon","Warwickshire","CV37 6NX",52.1952667236328,-1.71338546276093,"RJC","South Warwickshire NHS Foundation Trust",FALSE,FALSE,TRUE
"369","RJC04","NHS Sector","Ellen Badger Hospital","Shipston-on-Stour","Warwickshire","CV36 4AX",52.0668601989746,-1.62253701686859,"RJC","South Warwickshire NHS Foundation Trust",FALSE,FALSE,FALSE
"370","RJE01","NHS Sector","Royal Stoke University Hospital","Stoke-on-Trent","Staffordshire","ST4 6QG",53.0031585693359,-2.21205186843872,"RJE","University Hospitals of North Midlands",FALSE,FALSE,FALSE
"371","RJL30","NHS Sector","Diana, Princess Of Wales Hospital","Grimsby","","DN33 2BA",53.5448570251465,-0.0962134972214699,"RJL","Northern Lincolnshire and Goole NHS Foundation Trust",TRUE,TRUE,TRUE
"372","RJL32","NHS Sector","Scunthorpe General Hospital","Scunthorpe","","DN15 7BH",53.5875854492188,-0.66758406162262,"RJL","Northern Lincolnshire and Goole NHS Foundation Trust",TRUE,FALSE,TRUE
"373","RJN63","NHS Sector","Congleton War Memorial Hospital","Congleton","Cheshire","CW12 3AR",53.1580276489258,-2.20266079902649,"RJN","East Cheshire NHS Trust",FALSE,FALSE,TRUE
"374","RJN68","NHS Sector","Knutsford and District Community Hospital","Knutsford","Cheshire","WA16 0BT",53.3020324707031,-2.37850046157837,"RJN","East Cheshire NHS Trust",FALSE,FALSE,TRUE
"375","RJN71","NHS Sector","Macclesfield District General Hospital","Macclesfield","Cheshire","SK10 3BL",53.2623252868652,-2.1410596370697,"RJN","East Cheshire NHS Trust",TRUE,TRUE,TRUE
"376","RJR05","NHS Sector","Countess Of Chester Hospital","Chester","Cheshire","CH2 1HJ",53.2117729187012,-2.89900994300842,"RJR","Countess Of Chester Hospital NHS Foundation Trust",TRUE,TRUE,TRUE
"377","RJR60","NHS Sector","Ellesmere Port Hospital","Ellesmere Port","Merseyside","CH65 6SG",53.2677803039551,-2.91102528572083,"RJR","Countess Of Chester Hospital NHS Foundation Trust",FALSE,FALSE,TRUE
"378","RJZ01","NHS Sector","King's College Hospital","London","","SE5 9RS",51.4680786132812,-0.0939013883471489,"RJZ","King's College Hospital NHS Foundation Trust",TRUE,TRUE,TRUE
"379","RK5BC","NHS Sector","King's Mill Hospital","Sutton-In-Ashfield","Nottinghamshire","NG17 4JL",53.1345558166504,-1.2335661649704,"RK5","Sherwood Forest Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"380","RK5BL","NHS Sector","Mansfield Community Hospital","Mansfield","Nottinghamshire","NG18 5QJ",53.1413612365723,-1.20626664161682,"RK5","Sherwood Forest Hospitals NHS Foundation Trust",FALSE,FALSE,FALSE
"381","RK5HP","NHS Sector","Newark Hospital","Newark","Nottinghamshire","NG24 4DE",53.0675086975098,-0.806145906448364,"RK5","Sherwood Forest Hospitals NHS Foundation Trust",FALSE,TRUE,TRUE
"382","RK950","NHS Sector","Derriford Hospital","Plymouth","Devon","PL6 8DH",50.4167289733887,-4.11367130279541,"RK9","University Hospitals Plymouth NHS Trust",TRUE,TRUE,TRUE
"383","RK953","NHS Sector","Royal Eye Infirmary","Plymouth","Devon","PL6 8DH",50.4167289733887,-4.11367130279541,"RK9","University Hospitals Plymouth NHS Trust",FALSE,FALSE,FALSE
"384","RKB01","NHS Sector","University Hospital (Coventry)","Coventry","Warwickshire","CV2 2DX",52.421215057373,-1.43838858604431,"RKB","University Hospitals Coventry and Warwickshire NHS Trust",TRUE,TRUE,TRUE
"385","RKB03","NHS Sector","Hospital Of St Cross","Rugby","Warwickshire","CV22 5PX",52.3652763366699,-1.2590160369873,"RKB","University Hospitals Coventry and Warwickshire NHS Trust",FALSE,FALSE,TRUE
"386","RKEHC","NHS Sector","Hornsey Central Neighbourhood Health Centre","London","Greater London","N8 8JD",51.5835418701172,-0.130745187401772,"RKE","Whittington Health NHS Trust",FALSE,FALSE,FALSE
"387","RKEQ4","NHS Sector","The Whittington Hospital","London","","N19 5NF",51.5663108825684,-0.138623088598251,"RKE","Whittington Health NHS Trust",TRUE,TRUE,TRUE
"388","RKL48","NHS Sector","Cassel Hospital","Richmond","Surrey","TW10 7JF",51.4329109191895,-0.308085978031158,"RKL","West London NHS Trust",FALSE,FALSE,FALSE
"389","RKL51","NHS Sector","Broadmoor Hospital","Crowthorne","Berkshire","RG45 7EG",51.3690872192383,-0.780985534191132,"RKL","West London NHS Trust",FALSE,FALSE,FALSE
"390","RL131","NHS Sector","The Robert Jones and Agnes Hunt Orthopaedic Hospital","Oswestry","Shropshire","SY10 7AG",52.8845291137695,-3.03311491012573,"RL1","Robert Jones and Agnes Hunt Orthopaedic and District Hospital NHS Trust",TRUE,FALSE,TRUE
"391","RL403","NHS Sector","New Cross Hospital","Wolverhampton","West Midlands","WV10 0QP",52.5997276306152,-2.09554052352905,"RL4","The Royal Wolverhampton NHS Trust",TRUE,TRUE,TRUE
"392","RLNGL","NHS Sector","Sunderland Royal Hospital","Sunderland","","SR4 7TP",54.9022102355957,-1.41029787063599,"RLN","City Hospitals Sunderland NHS Foundation Trust",TRUE,TRUE,TRUE
"393","RLNGM","NHS Sector","Sunderland Eye Infirmary","Sunderland","","SR2 9HP",54.8890686035156,-1.38105666637421,"RLN","City Hospitals Sunderland NHS Foundation Trust",FALSE,FALSE,FALSE
"394","RLQ01","NHS Sector","The County Hospital, Wye Valley NHS Trust","Hereford","Herefordshire","HR1 2BN",52.0587348937988,-2.70718026161194,"RLQ","Wye Valley NHS Trust",TRUE,TRUE,TRUE
"395","RLQ03","NHS Sector","Bromyard Community Hospital","Bromyard","","HR7 4QN",52.1863288879395,-2.50689601898193,"RLQ","Wye Valley NHS Trust",FALSE,FALSE,FALSE
"396","RLQ06","NHS Sector","Leominster Community Hospital","Leominster","","HR6 8JH",52.2221870422363,-2.73936033248901,"RLQ","Wye Valley NHS Trust",FALSE,FALSE,TRUE
"397","RLQ08","NHS Sector","Ross on Wye Community Hospital ","Ross-on-Wye","Herefordshire","HR9 5AD",51.9125823974609,-2.58348894119263,"RLQ","Wye Valley NHS Trust",FALSE,FALSE,TRUE
"398","RLT01","NHS Sector","George Eliot Hospital","Nuneaton","Warwickshire","CV10 7DJ",52.5125846862793,-1.47842454910278,"RLT","George Eliot Hospital NHS Trust",TRUE,TRUE,TRUE
"399","RLY88","NHS Sector","Harplands Hospital","Stoke-on-Trent","Staffordshire","ST4 6RR",53.0006790161133,-2.20989418029785,"RLY","North Staffordshire Combined Healthcare NHS Trust",FALSE,FALSE,FALSE
"400","RM102","NHS Sector","Norfolk and Norwich University Hospital","Norwich","Norfolk","NR4 7UY",52.6180839538574,1.22108149528503,"RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust",TRUE,TRUE,TRUE
"401","RM131","NHS Sector","Cromer and District Hospital","Cromer","Norfolk","NR27 0BQ",52.9235649108887,1.30917453765869,"RM1","Norfolk and Norwich University Hospitals NHS Foundation Trust",FALSE,FALSE,TRUE
"402","RM301","NHS Sector","Salford Royal","Salford","","M6 8HD",53.487548828125,-2.32340955734253,"RM3","Salford Royal NHS Foundation Trust",TRUE,TRUE,TRUE
"403","RMC01","NHS Sector","Royal Bolton Hospital","Bolton","Lancashire","BL4 0JR",53.5539627075195,-2.42987871170044,"RMC","Bolton NHS Foundation Trust",TRUE,TRUE,TRUE
"404","RMP01","NHS Sector","Tameside & Glossop Integrated Care NHS Foundation Trust","Ashton Under Lyne","Lancashire","OL6 9RW",53.4915351867676,-2.07141852378845,"RMP","Tameside Hospital NHS Foundation Trust",TRUE,TRUE,TRUE
"405","RMY01","NHS Sector","Wellbeing Norfolk & Waveney","Norwich","Norfolk","NR6 5BE",52.6595306396484,1.25088632106781,"RMY","Norfolk and Suffolk NHS Foundation Trust",FALSE,FALSE,FALSE
"406","RMY02","NHS Sector","Julian Hospital","Norwich","Norfolk","NR2 3TD",52.6329803466797,1.26258957386017,"RMY","Norfolk and Suffolk NHS Foundation Trust",FALSE,FALSE,FALSE
"407","RMY03","NHS Sector","Northgate Hospital, Gt Yarmouth","Great Yarmouth","Norfolk","NR30 1BU",52.6172752380371,1.730024933815,"RMY","Norfolk and Suffolk NHS Foundation Trust",FALSE,FALSE,FALSE
